总车型,车型1,款式年份,卖家报价(万),新车指导价(万),上牌时间,公里数,上牌城市,排放标准,变速箱1,服务费,厂商,级别,发动机,变速箱详情,车身结构,长宽高,轴承,行李容积,整备质量,排量,进气形式,气缸,最大马力,最大扭矩,燃料类型,燃油标号,供油方式,排放标准,驱动方式,助力类型,前悬挂类型,后悬挂类型,前制动类型,后制动类型,驻车制动类型,前轮胎规格,后轮胎规格,主副驾驶安全气囊,前后排侧气囊,前后排头部气囊,胎压检测,车内中控锁,儿童座椅接口,无钥匙启动系统,防抱死系统,车身稳定控制,电动天窗,全景天窗,电动吸合门,感应后备箱,感应雨刷,前后电动车窗,后视镜电动调节,后视镜电动调节,后视镜加热,多功能方向盘,定速巡航,空调,自动空调,GPS导航,倒车雷达,倒车影像系统,真皮座椅,前后排座椅加热,事故排查,泡水排查,火烧排查,机舱项,底盘悬架项,安全系统,外部配置,内部配置,灯光系统,高科技配置,随车工具,仪表台指示灯,发动机状态,变速箱及转向,缺陷项检测,漆面修复检测,钣金修复检测,外观件更换检测
铃木天语 SX4 2011款 改款 1.6L 自动灵动型,铃木天语,SX4,4.98,11.80,2012-05,4.56万公里,眉山,国四,自动,3500元（车价x4%，最低3500元） ,长安铃木,紧凑型车,1.6L 109马力 L4,4档自动变速箱(AT),5门5座两厢车,4135/1755/1605,2500,225-10,1225,1.6,自然吸气,L4,109,144,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,纵臂扭力梁式非独立悬架,通风盘式,盘式,-,205/60 R16,205/60 R16,正常/正常,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
比亚迪S7 2015款 2.0TID 双离合 尊贵型,比亚迪S7,2015款,8.50,14.10,2015-01,3.3万公里,眉山,国五,自动,3500元（车价x4%，最低3500元） ,比亚迪,中型SUV,2.0T 205马力 L4,6档双离合变速箱(DCT),5门7座SUV,4835/1855/1720,2730,365-23,1750,2.0,涡轮增压,L4,205,320,汽油,92号,直喷,国五,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,235/55 R18,235/55 R18,正常/正常,正常/正常,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
奔驰C级 2016款 C 180 L 运动型,奔驰C级,2016款,28.50,35.40,2016-07,1.4万公里,眉山,国五,自动,11400元（车价x4%，最低3500元） ,北京奔驰,中型车,1.6T 156马力 L4,7档手自一体变速箱(AT),4门5座三厢车,4783/1810/1442,2920,-,-,1.6,涡轮增压,L4,156,250,汽油,95号,直喷,国五,-,电动助力,多连杆独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/50 R17,225/50 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
斯柯达明锐 2013款 2.0L 自动逸杰版,斯柯达明锐,2013款,7.68,15.50,2013-04,4万公里,眉山,国四,自动,3500元（车价x4%，最低3500元） ,上汽斯柯达,紧凑型车,2.0L 120马力 L4,6档手自一体变速箱(AT),5门5座掀背车,4569/1769/1462,2578,560-13,1346,2.0,自然吸气,L4,120,180,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,四连杆独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,无/无,无/无,标配,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,标配,无,标配,标配,无,加装,标配,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1
奔驰C级 2011款 C 200 CGI 优雅型,奔驰C级,2011款,15.28,37.80,2011-08,4.96万公里,眉山,国四,自动,6112元（车价x4%，最低3500元） ,北京奔驰,中型车,1.8T 184马力 L4,7档手自一体变速箱(AT),4门5座三厢车,4591/1770/1444,2760,475,1570,1.8,涡轮增压,L4,184,270,汽油,95号,直喷,国四,-,电子液压助力,三连杆式悬架,多连杆独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,正常/正常,标配,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0
长安悦翔 2010款 三厢 1.5L 手动运动版,长安悦翔,2010款,2.06,7.20,2011-11,6.25万公里,曲靖,国四,手动,3000元（车价x4%，最低3000元） ,长安汽车,小型车,1.5L 98马力 L4,5档手动变速箱(MT),4门5座三厢车,4360/1710/1475,2515,-,1120,1.5,自然吸气,L4,98,137,汽油,92号,多点电喷,国四,,机械液压助力,副车架配合麦弗逊式独立悬架,H型扭力梁式非独立悬架,通风盘式,盘式,-,195/55 R15,195/55 R15,正常/正常,无/无,无/无,无,标配,无,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,无,加装,标配,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,1
MG3 2014款 1.5L 手动精英版,MG3,2014款,4.48,8.50,2016-04,1.4万公里,曲靖,国四,手动,3500元（车价x4%，最低3500元） ,上汽集团,小型车,1.5L 109马力 L4,5档手动变速箱(MT),5门5座两厢车,4018/1728/1517,2520,256-93,-,1.5,自然吸气,L4,109,135,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,195/55 R16,195/55 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
大众途观 2012款 2.0TSI 自动四驱菁英版,大众途观,2012款,14.50,31.10,2012-04,7.13万公里,眉山,国四,自动,5800元（车价x4%，最低3500元） ,上汽大众,紧凑型SUV,2.0T 200马力 L4,6档手自一体变速箱(AT),5门5座SUV,4525/1809/1685,2684,400-15,1720,2.0,涡轮增压,L4,200,280,汽油,95号,直喷,国四,全时四驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,235/55 R17,235/55 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,加装,标配,加装,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
东南V3菱悦 2012款 1.5L 手动新幸福版,东南V3菱悦,2012款,2.80,6.60,2013-01,5.83万公里,乐山,国四,手动,3000元（车价x4%，最低3000元） ,东南汽车,紧凑型车,1.5L 110马力 L4,5档手动变速箱(MT),4门5座三厢车,4420/1700/1415,2500,420,1150,1.5,自然吸气,L4,110,134,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,185/60 R15,185/60 R15,正常/无,无/无,无/无,无,加装,无,无,标配,无,无,无,无,无,无,无,标配/标配,无,无,无,无,标配,无,加装,无,加装,加装,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,0
传祺GS5 Super 2015款 1.8T 自动两驱豪华导航版,传祺GS5,Super,9.99,18.90,2015-04,2.85万公里,曲靖,国四,自动,3996元（车价x4%，最低3500元） ,广汽乘用车,紧凑型SUV,1.8T 177马力 L4,7档双离合变速箱(DCT),5门5座SUV,4750/1854/1690,2710,480-13,1665,1.8,涡轮增压,L4,177,242,汽油,92号,多点电喷,国四,-,机械液压助力,双叉臂式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/55 R18,225/55 R18,正常/正常,正常/无,无/无,标配,标配,标配,标配,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0
福特福克斯 2012款 两厢 1.6L 自动舒适型,福特福克斯,2012款,7.68,14.20,2014-11,5.06万公里,曲靖,国四,自动,3500元（车价x4%，最低3500元） ,长安福特,紧凑型车,1.6L 125马力 L4,6档双离合变速箱(DCT),5门5座两厢车,4368/1823/1483,2648,356,1337,1.6,自然吸气,L4,125,159,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,205/60 R16,205/60 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,标配,无,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,加装,无,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,0
奥迪A6L 2014款 TFSI 标准型,奥迪A6L,2014款,29.00,44.50,2014-08,4.28万公里,曲靖,国四,自动,11600元（车价x4%，最低3500元） ,一汽-大众奥迪,中大型车,2.0T 180马力 L4,8档无级变速箱(CVT),4门5座三厢车,5015/1874/1455,3012,460,1740,2.0,涡轮增压,L4,180,320,汽油,95号,直喷,国四,-,电动助力,五连杆式独立悬架,梯形连杆式独立悬架,通风盘式,通风盘式,-,225/55 R17,225/55 R17,正常/正常,正常/正常,正常/正常,标配,标配,标配,标配,标配,标配,标配,加装,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0
大众速腾 2010款 1.4TSI 自动技术型,大众速腾,2010款,7.20,17.70,2011-01,9.4万公里,眉山,国四,自动,3500元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,1.4T 131马力 L4,7档双离合变速箱(DCT),4门5座三厢车,4544/1760/1461,2578,527,1425,1.4,涡轮增压,L4,131,220,汽油,95号,直喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,无/无,无,标配,无,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,无,标配,标配,标配,无,标配,无,加装,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,0
雪铁龙爱丽舍 2010款 三厢 1.6L 手动科技型,雪铁龙爱丽舍,2010款,2.38,8.00,2011-03,5.9万公里,眉山,国四,手动,3000元（车价x4%，最低3000元） ,东风雪铁龙,紧凑型车,1.6L 106马力 L4,5档手动变速箱(MT),4门5座三厢车,4367/1708/1413,2540,437,1110,1.6,自然吸气,L4,106,142,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,纵向摆臂式独立悬架,通风盘式,鼓式,-,185/60 R14,185/60 R14,正常/无,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,标配,无,加装,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
奇瑞瑞虎 2010款 精英版 1.6S 手动豪华型,奇瑞瑞虎,2010款,5.00,11.10,2010-12,5.8万公里,曲靖,国四,手动,3500元（车价x4%，最低3500元） ,奇瑞汽车,小型SUV,1.6T 150马力 L4,5档手动变速箱(MT),5门5座SUV,4390/1765/1705,2510,-,1403,1.6,机械增压,L4,150,205,汽油,92号,多点电喷,国四,-,机械液压助力,麦弗逊式独立悬架,双连杆拖曳臂式独立悬架,通风盘式,盘式,-,215/65 R16,215/65 R16,正常/正常,无/无,无/无,无,标配,无,无,标配,无,标配,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,无,无,标配,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0
马自达6 2012款 2.0L 自动时尚型,马自达6,2012款,6.50,19.50,2012-10,9.25万公里,眉山,国四,自动,3500元（车价x4%，最低3500元） ,一汽马自达,中型车,2.0L 147马力 L4,5档手自一体变速箱(AT),4门5座三厢车,4670/1780/1435,2675,500,1427,2.0,自然吸气,L4,147,183,汽油,92号,多点电喷,国四,,机械液压助力,双横臂式独立悬架带横向稳定杆,多连杆独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,正常/正常,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,无,加装,标配,加装,加装,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,1
荣威550 2010款 550 1.8L 手动启悦贺岁版,荣威550,2010款,3.80,13.80,2011-02,5.01万公里,曲靖,国四,手动,3500元（车价x4%，最低3500元） ,上汽集团,紧凑型车,1.8L 133马力 L4,5档手动变速箱(MT),4门5座三厢车,4624/1827/1480,2705,452,-,1.8,自然吸气,L4,133,170,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,通风盘式,-,215/55 R16,215/55 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,标配,标配,标配,无,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0
现代全新胜达 2013款 改款 2.0T 自动四驱尊贵型,现代全新胜达,2013款,17.00,32.40,2015-11,4.64万公里,曲靖,国四,自动,6800元（车价x4%，最低3500元） ,北京现代,中型SUV,2.0T 245马力 L4,6档手自一体变速箱(AT),5门5座SUV,4725/1880/1686,2700,-,1832,2.0,涡轮增压,L4,245,350,汽油,92号,直喷,国四,适时四驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,235/60 R18,235/60 R18,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,标配,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/标配,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0
海马丘比特 2010款 1.3L 手动舒适型,海马丘比特,2010款,1.50,6.40,2010-06,7.17万公里,眉山,国四,手动,3000元（车价x4%，最低3000元） ,海马汽车,小型车,1.3L 99马力 L4,5档手动变速箱(MT),5门5座两厢车,3890/1695/1480,2500,242-89,1055,1.3,自然吸气,L4,99,126,汽油,92号,多点电喷,国四,,电子液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,175/65 R14,175/65 R14,正常/正常,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0
长安商用长安之星2 2012款 1.0L基本型JL466Q9,长安商用长安之星2,2012款,1.90,3.70,2013-10,4.8万公里,昆明,国四,手动,3000元（车价x4%，最低3000元） ,长安汽车,微面,1.0L 69马力 L4,5档手动变速箱(MT),客车,3860/1580/1900,2500,-,-,1.0,自然吸气,L4,69,92,汽油,92号,多点电喷,国四,,无助力,麦弗逊式独立悬挂,钢板弹簧非独立悬架,盘式,鼓式,-,165 R13LT,165 R13LT,正常/正常,正常/正常,正常/正常,无,无,无,无,无,无,无,无,无,无,无,无,无/无,无,无,无,无,无,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
奥迪A8L 2013款 A8L 45 TFSI quattro豪华型(进口),奥迪A8L,2013款,50.00,108.70,2013-11,6.57万公里,昆明,国四,自动,20000元（车价x4%，最低3500元） ,奥迪(进口),大型车,3.0T 290马力 V6,8档手自一体变速箱(AT),4门4座三厢车,5267/1949/1460,3122,510,2025,3.0,机械增压,V6,290,420,汽油,95号,混合喷射,国四,全时四驱,机械液压助力,双叉臂式独立悬架,双叉臂式独立悬架,通风盘式,通风盘式,-,235/55 R18,235/55 R18,正常/正常,正常/正常,正常/正常,标配,标配,标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/标配,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0
大众途观 2015款 1.8TSI 自动两驱风尚版,大众途观,2015款,18.80,23.00,2015-11,3.9万公里,昆明,国五,自动,7520元（车价x4%，最低3500元） ,上汽大众,紧凑型SUV,1.8T 160马力 L4,6档手自一体变速箱(AT),5门5座SUV,4506/1809/1685,2684,400-15,1600,1.8,涡轮增压,L4,160,250,汽油,95号,直喷,国五,-,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/65 R16,215/65 R16,正常/正常,正常/正常,正常/正常,标配,标配,标配,无,标配,标配,无,无,无,无,无,标配,标配/标配,标配,标配,无,无,标配,无,加装,无,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宝马5系 2013款 525Li 豪华型,宝马5系,2013款,36.60,53.70,2013-09,5.16万公里,昆明,国四,自动,14640元（车价x4%，最低3500元） ,华晨宝马,中大型车,2.0T 218马力 L4,8档手自一体变速箱(AT),4门5座三厢车,5039/1860/1492,3108,520,1755,2.0,涡轮增压,L4,218,310,汽油,95号,直喷,国四,-,机械液压助力,双叉臂式独立悬架,多连杆独立悬架,通风盘式,通风盘式,-,225/55 R17,225/55 R17,正常/正常,正常/正常,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/标配,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
奥迪A5 2013款 Coupe 40 TFSI风尚版(进口),奥迪A5,2013款,30.00,59.10,2012-12,4.3万公里,昆明,国五,自动,12000元（车价x4%，最低3500元） ,奥迪(进口),中型车,2.0T 211马力 L4,8档无级变速箱(CVT),2门4座硬顶跑车,4626/1854/1372,2751,455,-,2.0,涡轮增压,L4,211,350,汽油,95号,直喷,国五,-,电动助力,五连杆式独立悬架,梯形连杆式后悬架,通风盘式,盘式,-,255/35 R19,255/35 R19,正常/正常,正常/正常,正常/正常,无,标配,无,无,标配,标配,标配,标配,无,无,标配,无,标配/无,标配,标配,标配,无,标配,标配,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0
奥迪A6L 2011款 2.4L 技术型,奥迪A6L,2011款,19.38,47.90,2012-03,14.89万公里,昆明,国四,自动,7752元（车价x4%，最低3500元） ,一汽-大众奥迪,中大型车,2.4L 177马力 V6,7档无级变速箱(CVT),4门5座三厢车,5035/1855/1485,2945,501,1755,2.4,自然吸气,V6,177,230,汽油,95号,多点电喷,国四,-,机械液压助力,轻质四连杆式独立悬,梯形连杆式独立悬架,通风盘式,通风盘式,-,225/50 R17,225/50 R17,正常/正常,正常/正常,正常/正常,无,标配,无,无,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,无,标配,标配/标配,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,10,0
宝马5系 2012款 520Li 典雅型,宝马5系,2012款,25.70,46.50,2012-08,9万公里,昆明,国四,自动,10280元（车价x4%，最低3500元） ,华晨宝马,中大型车,2.5L 177马力 L6,8档手自一体变速箱(AT),4门5座三厢车,5039/1860/1471,3108,520,1805,2.5,自然吸气,L6,177,230,汽油,95号,多点电喷,国四,-,机械液压助力,双叉臂式独立悬架,多连杆独立悬架,通风盘式,通风盘式,-,225/55 R17,225/55 R17,正常/正常,正常/正常,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,无,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
克莱斯勒大捷龙 2013款 3.6L 豪华版(进口),克莱斯勒大捷龙,2013款,27.99,53.90,2013-05,7.1万公里,昆明,国四,自动,11196元（车价x4%，最低3500元） ,克莱斯勒(进口),MPV,3.6L 283马力 V6,6档手自一体变速箱(AT),5门7座MPV,5218/1998/1750,3078,-,2078,3.6,自然吸气,V6,283,344,汽油,92号,多点电喷,国四,,电子液压助力,麦弗逊式独立悬架,扭力梁式后悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,标配/标配,标配/无,标配/标配,标配,标配,无,标配,标配,标配,标配,无,标配,无,标配,标配,标配/标配,标配,标配,标配,标配,无,标配,标配,标配,标配,标配,标配,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0
宝马X3 2013款 xDrive28i 领先型(进口),宝马X3,2013款,36.78,60.60,2013-01,5.8万公里,昆明,国四,自动,14712元（车价x4%，最低3500元） ,宝马(进口),中型SUV,2.0T 245马力 L4,8档手自一体变速箱(AT),5门5座SUV,4642/1881/1686,2810,-,1860,2.0,涡轮增压,L4,245,350,汽油,95号,直喷,国四,全时四驱,电动助力,双球节弹簧减振支柱前桥,五连杆后悬架,通风盘式,通风盘式,-,245/50 R18,245/50 R18,标配/标配,标配/标配,无/无,标配,标配,标配,标配,标配,标配,标配,标配,标配,无,标配,标配,标配/标配,标配,标配,标配,标配,无,标配,标配,标配,标配,无,标配,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
福特嘉年华 2009款 两厢 1.3L 手动时尚型,福特嘉年华,2009款,3.92,9.00,2010-03,5.7万公里,昆明,国四,手动,3500元（车价x4%，最低3500元） ,长安福特,小型车,1.3L 86马力 L4,5档手动变速箱(MT),5门5座两厢车,3950/1722/1467,2490,270,1085,1.3,自然吸气,L4,86,123,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,185/55 R15,185/55 R15,正常/正常,正常/正常,正常/正常,无,标配,标配,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0
奥迪A6L 2011款 2.4L 豪华型,奥迪A6L,2011款,22.88,58.80,2011-09,8.9万公里,昆明,国四,自动,9152元（车价x4%，最低3500元） ,一汽-大众奥迪,中大型车,2.4L 177马力 V6,7档无级变速箱(CVT),4门5座三厢车,5035/1855/1485,2945,501,1755,2.4,自然吸气,V6,177,230,汽油,95号,多点电喷,国四,-,机械液压助力,轻质四连杆式独立悬,梯形连杆式独立悬架,通风盘式,通风盘式,-,225/50 R17,225/50 R17,标配/标配,标配/标配,标配/标配,标配,标配,无,标配,标配,标配,标配,无,标配,无,标配,标配,标配/标配,标配,标配,标配,标配,无,标配,标配,标配,标配,标配,标配,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
东风小康V系列 2011款 1.0L基本型AF10-06,东风小康V系列,2011款,1.35,3.10,2013-02,7.2万公里,昆明,国四,手动,3000元（车价x4%，最低3000元） ,东风小康,微面,1.0L 53马力 L4,5档手动变速箱(MT),客车,3640/1560/1925,2360,-,985,1.0,自然吸气,L4,53,78,汽油,92号,多点电喷,国四,,无助力,麦弗逊式独立悬挂,纵置钢板弹簧,盘式,鼓式,-,155 R13LT,155 R13LT,正常/正常,正常/正常,正常/正常,无,无,无,无,无,无,无,无,无,无,无,无,无/无,无,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
丰田锐志 2013款 2.5V 尚锐版,丰田锐志,2013款,17.90,26.40,2014-01,7.3万公里,昆明,国五,自动,7160元（车价x4%，最低3500元） ,一汽丰田,中型车,2.5L 193马力 V6,6档手自一体变速箱(AT),4门5座三厢车,4750/1795/1450,2850,480,1580,2.5,自然吸气,V6,193,236,汽油,92号,多点电喷,国五,,电动助力,双叉杆式悬架,多连杆独立悬架,通风盘式,盘式,-,235/45 R18,235/45 R18,正常/正常,正常/正常,正常/正常,无,标配,标配,无,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,无,无,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0
别克GL8 2006款 陆尊 3.0L CT 舒适版,别克GL8,2006款,12.00,31.30,2010-02,8.07万公里,昆明,国三,自动,4800元（车价x4%，最低3500元） ,上汽通用别克,MPV,3.0L 178马力 V6,4档自动变速箱(AT),5门7座MPV,5213/1847/1745,3079,685,-,3.0,自然吸气,V6,178,244,汽油,92号,多点电喷,国三,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,225/60 R16,225/60 R16,正常/正常,正常/正常,正常/正常,无,标配,无,无,标配,无,标配,无,无,无,无,标配,标配/无,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0
奥迪S8 2013款 S8 4.0TFSI quattro(进口),奥迪S8,2013款,95.00,215.20,2014-10,4.9万公里,昆明,国五,自动,38000元（车价x4%，最低3500元） ,奥迪(进口),大型车,4.0T 520马力 V8,8档手自一体变速箱(AT),4门5座三厢车,5146/1949/1485,2994,510,2115,4.0,双涡轮增压,V8,520,650,汽油,95号,直喷,国五,全时四驱,机械液压助力,双叉臂式独立悬架,双叉臂式独立悬架,通风盘式,通风盘式,-,265/40 R20,265/40 R20,正常/正常,正常/正常,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/标配,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,1
宝马M系 2009款 M3敞篷轿跑车,宝马M系,2009款,53.00,130.30,2011-06,6.7万公里,昆明,国四,自动,21200元（车价x4%，最低3500元） ,宝马M,中型车,4.0L 420马力 V8,7档双离合变速箱(DCT),2门4座硬顶敞篷车,4615/1804/1424,2761,-,1905,4.0,自然吸气,V8,420,400,汽油,95号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,多连杆式铝制整体后桥,通风盘式,通风盘式,-,245/40 R18,265/40 R18,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
奥迪Q7 2014款 35 TFSI 进取型(进口),奥迪Q7,2014款,51.00,89.80,2014-06,2.5万公里,昆明,国五,自动,20400元（车价x4%，最低3500元） ,奥迪(进口),中大型SUV,3.0T 272马力 V6,8档手自一体变速箱(AT),5门5座SUV,5107/1992/1731,3013,775-20,-,3.0,机械增压,V6,272,400,汽油,95号,直喷,国五,全时四驱,机械液压助力,带转向的双横臂悬架,多连杆独立悬架,通风盘式,通风盘式,-,255/55 R18,255/55 R18,正常/正常,正常/正常,正常/正常,无,标配,标配,标配,标配,标配,标配,标配,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
