总车型,车型1,款式年份,卖家报价(万),新车指导价(万),上牌时间,公里数,上牌城市,排放标准,变速箱1,服务费,厂商,级别,发动机,变速箱详情,车身结构,长宽高,轴承,行李容积,整备质量,排量,进气形式,气缸,最大马力,最大扭矩,燃料类型,燃油标号,供油方式,排放标准,驱动方式,助力类型,前悬挂类型,后悬挂类型,前制动类型,后制动类型,驻车制动类型,前轮胎规格,后轮胎规格,主副驾驶安全气囊,前后排侧气囊,前后排头部气囊,胎压检测,车内中控锁,儿童座椅接口,无钥匙启动系统,防抱死系统,车身稳定控制,电动天窗,全景天窗,电动吸合门,感应后备箱,感应雨刷,前后电动车窗,后视镜电动调节,后视镜电动调节,后视镜加热,多功能方向盘,定速巡航,空调,自动空调,GPS导航,倒车雷达,倒车影像系统,真皮座椅,前后排座椅加热,事故排查,泡水排查,火烧排查,机舱项,底盘悬架项,安全系统,外部配置,内部配置,灯光系统,高科技配置,随车工具,仪表台指示灯,发动机状态,变速箱及转向,缺陷项检测,漆面修复检测,钣金修复检测,外观件更换检测 
日产楼兰 2011款 3.5L CVT,日产楼兰,2011款,26.00,53.10,2015-09,1.4万公里,榆林,国四,自动,10400元（车价x4%，最低3500元） ,东风日产,中型SUV,3.5L 310马力 V6,6档无级变速箱(CVT),5门5座SUV,4860/1885/1730,2825,418,1902,3.5,自然吸气,V6,310,327,汽油,95号,多点电喷,国四,适时四驱,电子液压助力,麦弗逊式独立悬架+横向稳定杆,多连杆式独立悬架+横向稳定杆,通风盘式,通风盘式,-,235/65 R18,235/65 R18,正常/正常,正常/无,正常/正常,无,标配,标配,标配,标配,标配,标配,标配,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,无,标配,标配,标配/标配,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
哈弗H6 2011款 2.0L 手动两驱都市型,哈弗H6,2011款,4.98,10.40,2012-03,14.08万公里,西安,国四,手动,3500元（车价x4%，最低3500元） ,长城汽车,紧凑型SUV,2.0L 133马力 L4,5档手动变速箱(MT),5门5座SUV,4640/1825/1690,2680,808-20,1520,2.0,自然吸气,L4,133,186,汽油,92号,多点电喷,国四,-,机械液压助力,麦弗逊式独立悬架,双横臂式独立悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,无,标配,无,无,无/无,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
雪佛兰科帕奇 2015款 2.4L 两驱城市版 7座,雪佛兰科帕奇,2015款,14.50,20.30,2015-10,2.95万公里,西安,国五,自动,5800元（车价x4%，最低3500元） ,上汽通用雪佛兰,中型SUV,2.4L 167马力 L4,6档手自一体变速箱(AT),5门7座SUV,4690/1849/1753,2707,103-15,1765,2.4,自然吸气,L4,167,230,汽油,92号,多点电喷,国五,-,机械液压助力,麦弗逊式独立悬架,四连杆独立悬架,通风盘式,通风盘式,-,235/60 R17,235/60 R17,正常/正常,正常/无,无/无,无,标配,标配,标配,标配,无,标配,无,无,无,标配,标配,标配/标配,标配,标配,标配,无,标配,无,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
现代全新胜达 2013款 2.4L 自动两驱智能型,现代全新胜达,2013款,15.00,27.10,2013-05,10万公里,西安,国四,自动,6000元（车价x4%，最低3500元） ,北京现代,中型SUV,2.4L 189马力 L4,6档手自一体变速箱(AT),5门5座SUV,4725/1880/1686,2700,-,1670,2.4,自然吸气,L4,189,240,汽油,92号,直喷,国四,-,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,235/65 R17,235/65 R17,正常/正常,正常/无,正常/正常,无,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3
福特福克斯 2012款 两厢 2.0L 自动豪华运动型,福特福克斯,2012款,12.00,17.70,2015-02,2.2万公里,西安,国四,自动,4800元（车价x4%，最低3500元） ,长安福特,紧凑型车,2.0L 170马力 L4,6档双离合变速箱(DCT),5门5座两厢车,4368/1823/1483,2648,356,1391,2.0,自然吸气,L4,170,202,汽油,92号,直喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/50 R17,215/50 R17,标配/标配,标配/无,无/无,无,标配,标配,无,标配,标配,标配,无,标配,无,标配,标配,标配/标配,标配,无,标配,无,无,标配,标配,无,标配,无,标配,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
长安商用长安之星2 2012款 1.0L基本型JL466Q9,长安商用长安之星2,2012款,1.65,3.70,2015-02,7.1万公里,西安,国四,手动,3000元（车价x4%，最低3000元） ,长安汽车,微面,1.0L 69马力 L4,5档手动变速箱(MT),客车,3860/1580/1900,2500,-,-,1.0,自然吸气,L4,69,92,汽油,92号,多点电喷,国四,,无助力,麦弗逊式独立悬挂,钢板弹簧非独立悬架,盘式,鼓式,-,165 R13LT,165 R13LT,无/无,无/无,无/无,无,无,无,无,无,无,无,无,无,无,无,无,无/无,无,无,无,无,无,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1
东风风神AX7 2016款 1.4T 手动智悦型,东风风神AX7,2016款,8.60,11.90,2016-05,2.2万公里,西安,国五,手动,3500元（车价x4%，最低3500元） ,东风乘用车,紧凑型SUV,1.4T 140马力 L4,5档手动变速箱(MT),5门5座SUV,4690/1850/1727,2712,565-15,1542,1.4,涡轮增压,L4,140,196,汽油,92号,多点电喷,国五,,电动助力,麦弗逊式独立悬架,双横臂式独立悬架,通风盘式,盘式,-,225/60 R18,225/60 R18,正常/正常,无/无,无/无,标配,标配,标配,标配,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,无,标配,标配,标配,标配,无,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0
大众高尔夫 2014款 1.6L 自动舒适型,大众高尔夫,2014款,11.00,15.70,2014-10,3万公里,西安,国四,自动,4400元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,1.6L 110马力 L4,6档手自一体变速箱(AT),5门5座两厢车,4255/1799/1452,2637,380,1260,1.6,自然吸气,L4,110,155,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,无/无,标配,标配,标配,无,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,无,标配,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
本田CR-V 2012款 2.0L 四驱经典版,本田CR-V,2012款,14.00,23.60,2012-04,4万公里,西安,国四,自动,5600元（车价x4%，最低3500元） ,东风本田,紧凑型SUV,2.0L 155马力 L4,5档自动变速箱(AT),5门5座SUV,4550/1820/1685,2620,-,1576,2.0,自然吸气,L4,155,190,汽油,92号,多点电喷,国四,适时四驱,电动助力,麦弗逊式独立悬架,双横臂式独立悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,正常/正常,正常/无,正常/正常,无,标配,标配,无,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
雪佛兰科鲁兹 2009款 1.6L SE MT,雪佛兰科鲁兹,2009款,4.80,13.00,2010-03,12万公里,西安,国三,手动,3500元（车价x4%，最低3500元） ,上汽通用雪佛兰,紧凑型车,1.6L 117马力 L4,5档手动变速箱(MT),4门5座三厢车,4598/1797/1477,2685,400,1360,1.6,自然吸气,L4,117,150,汽油,92号,多点电喷,国三,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/60 R16,205/60 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0
福特锐界 2012款 2.0T 精锐天窗版(进口),福特锐界,2012款,19.00,34.40,2013-04,12.2万公里,西安,国四,自动,7600元（车价x4%，最低3500元） ,福特(进口),中型SUV,2.0T 243马力 L4,6档自动变速箱(AT),5门5座SUV,4699/1930/1705,2825,-,1959,2.0,涡轮增压,L4,243,345,汽油,92号,直喷,国四,-,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,通风盘式,-,245/60 R18,245/60 R18,正常/正常,正常/无,正常/正常,标配,标配,标配,无,标配,标配,标配,标配,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1
沃尔沃XC60 2015款 2.0T T5 AWD 智远版,沃尔沃XC60,2015款,27.50,47.70,2015-05,3.7万公里,西安,国五,自动,11000元（车价x4%，最低3500元） ,沃尔沃亚太,中型SUV,2.0T 214马力 L5,6档手自一体变速箱(AT),5门5座SUV,4644/1891/1713,2774,490-14,1861,2.0,涡轮增压,L5,214,300,汽油,95号,多点电喷,国五,全时四驱,电子液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,通风盘式,-,235/60 R18,235/60 R18,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,标配,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
起亚索兰托 2012款 2.4L 汽油豪华版(进口),起亚索兰托,2012款,16.30,27.10,2011-07,10.6万公里,西安,国四,自动,6520元（车价x4%，最低3500元） ,起亚(进口),中型SUV,2.4L 174马力 L4,6档手自一体变速箱(AT),5门5座SUV,4685/1885/1755,2700,-,1755,2.4,自然吸气,L4,174,225,汽油,92号,多点电喷,国四,适时四驱,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,235/60 R18,235/60 R18,正常/正常,无/无,无/无,无,标配,无,标配,标配,标配,标配,标配,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
福田风景 2014款 2.2L快运标准型长轴版低顶491EQ4,福田风景,2014款,3.00,7.50,2013-03,5.26万公里,西安,国四,手动,3000元（车价x4%，最低3000元） ,福田汽车,轻客,2.2L 103马力 L4,5档手动变速箱(MT),客车,5320/1690/2050,2890,-,-,2.2,自然吸气,L4,103,193,汽油,92号,多点电喷,国四,,液压助力,双横臂独立悬挂,纵置钢板弹簧,通风盘式,鼓式,-,185 R14C,185 R14C,无/无,无/无,无/无,无,无,无,无,无,无,无,无,无,无,无,无,无/无,无,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
大众捷达 2010款 1.6L 伙伴,大众捷达,2010款,3.20,8.20,2010-11,9.53万公里,西安,国四,手动,3500元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,1.6L 95马力 L4,5档手动变速箱(MT),4门5座三厢车,4415/1674/1415,2471,660,1091,1.6,自然吸气,L4,95,140,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,纵向托臂式扭力梁,盘式,鼓式,-,185/60 R14,185/60 R14,无/无,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,无,标配/标配,无,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
大众迈腾 2012款 旅行版 2.0TSI 舒适型(进口),大众迈腾,2012款,17.89,39.10,2014-07,8.2万公里,西安,国四,自动,7156元（车价x4%，最低3500元） ,大众(进口),中型车,2.0T 211马力 L4,6档双离合变速箱(DCT),5门5座旅行车,4771/1820/1516,2712,603-17,1582,2.0,涡轮增压,L4,211,280,汽油,95号,直喷,国四,-,电动助力,麦弗逊式独立悬架,四连杆独立悬架,通风盘式,盘式,-,235/45 R17,235/45 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,无,标配,标配,标配,标配,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,0
别克凯越 2008款 1.6LE-MTNavi,别克凯越,2008款,3.90,13.70,2010-03,10.2万公里,西安,国四,手动,3500元（车价x4%，最低3500元） ,上汽通用别克,紧凑型车,1.6L 106马力 L4,5档手动变速箱(MT),4门5座三厢车,4515/1725/1445,2600,405,1250,1.6,自然吸气,L4,106,146,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,双连杆独立悬架,通风盘式,盘式,-,195/55 R15,195/55 R15,正常/正常,无/无,无/无,无,标配,无,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,标配,标配,标配,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0
五菱荣光 2011款 1.2L基本型,五菱荣光,2011款,2.70,4.40,2011-04,3.9万公里,西安,国四,手动,3000元（车价x4%，最低3000元） ,上汽通用五菱,微面,1.2L 84马力 L4,5档手动变速箱(MT),客车,3995/1620/1900,2700,-,1150,1.2,自然吸气,L4,84,112,汽油,92号,多点电喷,国四,,无助力,麦弗逊式独立悬挂,纵置钢板弹簧,盘式,鼓式,-,175/70 R14,175/70 R14,无/无,无/无,无/无,无,无,无,无,无,无,无,无,无,无,无,无,标配/无,无,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,1
本田雅阁 2008款 2.4L EX,本田雅阁,2008款,8.00,24.90,2008-04,12.78万公里,西安,国四,自动,3500元（车价x4%，最低3500元） ,广汽本田,中型车,2.4L 179马力 L4,5档自动变速箱(AT),4门5座三厢车,4945/1845/1480,2800,-,1515,2.4,自然吸气,L4,179,225,汽油,92号,多点电喷,国四,,机械液压助力,双横臂式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/60 R16,215/60 R16,正常/正常,正常/无,无/无,无,标配,无,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
本田思域 2013款 十周年纪念 1.8L 自动豪华版,本田思域,2013款,9.60,17.10,2014-01,4.6万公里,西安,国四,自动,3840元（车价x4%，最低3500元） ,东风本田,紧凑型车,1.8L 141马力 L4,5档自动变速箱(AT),4门5座三厢车,4535/1755/1450,2670,440,1280,1.8,自然吸气,L4,141,174,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,双横臂式独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,无,标配,标配,标配,标配,标配,标配,标配,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
斯柯达昕锐 2016款 1.6L 手动创行版,斯柯达昕锐,2016款,7.10,10.40,2016-06,1.31万公里,西安,国四,手动,3500元（车价x4%，最低3500元） ,上汽斯柯达,紧凑型车,1.6L 110马力 L4,5档手动变速箱(MT),4门5座三厢车,4501/1706/1469,2603,466,1120,1.6,自然吸气,L4,110,155,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,复合扭力梁式非独立悬架,通风盘式,鼓式,-,185/60 R15,185/60 R15,正常/正常,正常/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,标配,无,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
北汽幻速S2 2014款 1.5L 手动舒适型 国IV,北汽幻速S2,2014款,4.10,6.90,2016-02,3.4万公里,西安,国四,手动,3500元（车价x4%，最低3500元） ,北汽银翔,小型SUV,1.5L 113马力 L4,5档手动变速箱(MT),5门5座SUV,4210/1730/1735,2560,-,1220,1.5,自然吸气,L4,113,150,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,五连杆后悬架,通风盘式,鼓式,-,205/65 R16,205/65 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,无,标配,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0
本田雅阁 2012款 2.0L MT,本田雅阁,2012款,9.60,20.30,2012-06,12.45万公里,西安,国四,手动,3840元（车价x4%，最低3500元） ,广汽本田,中型车,2.0L 156马力 L4,5档手动变速箱(MT),4门5座三厢车,4960/1845/1480,2800,-,1450,2.0,自然吸气,L4,156,189,汽油,92号,多点电喷,国四,,机械液压助力,双横臂式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/60 R16,215/60 R16,正常/正常,正常/正常,正常/正常,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,无,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,2
本田锋范经典 2011款 1.5L 手动精英品致版,本田锋范经典,2011款,5.00,11.60,2011-06,4万公里,西安,国四,手动,3500元（车价x4%，最低3500元） ,广汽本田,小型车,1.5L 120马力 L4,5档手动变速箱(MT),4门5座三厢车,4400/1695/1470,2550,506,-,1.5,自然吸气,L4,120,145,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,175/65 R15,175/65 R15,正常/正常,正常/无,无/无,无,标配,无,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1
大众朗逸 2011款 1.6L 手动品雅版,大众朗逸,2011款,5.40,13.30,2011-06,11万公里,咸阳,国三,手动,3500元（车价x4%，最低3500元） ,上汽大众,紧凑型车,1.6L 105马力 L4,5档手动变速箱(MT),4门5座三厢车,4608/1743/1465,2610,472,1245,1.6,自然吸气,L4,105,155,汽油,92号,多点电喷,国三,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,无/无,标配,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,标配,无,无,标配,无,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,2,0
大众捷达 2013款 1.6L 自动豪华型,大众捷达,2013款,8.30,12.90,2014-03,3.18万公里,西安,国四,自动,3500元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,1.6L 110马力 L4,6档自动变速箱(AT),4门5座三厢车,4487/1706/1470,2603,466,1170,1.6,自然吸气,L4,110,160,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,复合扭力梁式非独立悬架,通风盘式,鼓式,-,185/60 R15,185/60 R15,正常/正常,正常/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,标配,标配,标配,加装,标配,加装,标配,无/无,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
哈弗H6 2012款 2.4L 自动两驱精英型,哈弗H6,2012款,6.50,13.50,2012-11,9.1万公里,西安,国四,自动,3500元（车价x4%，最低3500元） ,长城汽车,紧凑型SUV,2.4L 163马力 L4,4档手自一体变速箱(AT),5门5座SUV,4640/1825/1690,2680,808-20,1556,2.4,自然吸气,L4,163,210,汽油,92号,多点电喷,国四,-,机械液压助力,麦弗逊式独立悬架,双横臂式独立悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,正常/正常,无/无,无/无,标配,标配,标配,无,标配,无,无,无,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,无,标配,无,标配,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
北汽威旺M20 2014款 1.5L实用型BJ415A,北汽威旺M20,2014款,2.80,4.30,2014-12,5.3万公里,西安,国四,手动,3000元（车价x4%，最低3000元） ,北京汽车,微面,1.5L 102马力 L4,5档手动变速箱(MT),客车,4440/1700/1783,2790,-,1270,1.5,自然吸气,L4,102,135,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬挂,钢板弹簧,通风盘式,鼓式,-,185/65 R14,185/65 R14,无/无,无/无,无/无,无,标配,无,无,无,无,无,无,无,无,无,无,标配/标配,无,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
哈弗H3 2010款 锐意版 2.0L 精英型,哈弗H3,2010款,3.49,10.70,2010-07,11.02万公里,西安,国四,手动,3500元（车价x4%，最低3500元） ,长城汽车,紧凑型SUV,2.0L 122马力 L4,5档手动变速箱(MT),5门5座SUV,4650/1800/1810,2700,-,1720,2.0,自然吸气,L4,122,170,汽油,92号,多点电喷,国四,-,机械液压助力,双横臂式独立悬架,五连杆螺旋弹簧非独立悬架,通风盘式,盘式,-,235/70 R16,235/70 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,标配,标配,标配/标配,标配,标配,无,无,标配,标配,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0
奇瑞A5 2009款 1.5L 精英版,奇瑞A5,2009款,1.30,6.40,2009-08,12.8万公里,西安,国四,手动,3000元（车价x4%，最低3000元） ,奇瑞汽车,紧凑型车,1.5L 109马力 L4,5档手动变速箱(MT),4门5座三厢车,4552/1750/1483,2600,483,1285,1.5,自然吸气,L4,109,140,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,复合多连杆式独立悬架,通风盘式,盘式,-,195/55 R15,195/55 R15,正常/正常,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,无,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1
别克英朗 2010款 XT 1.8L 自动时尚版,别克英朗,2010款,6.60,17.30,2010-03,11.4万公里,西安,国四,自动,3500元（车价x4%，最低3500元） ,上汽通用别克,紧凑型车,1.8L 147马力 L4,6档手自一体变速箱(AT),5门5座两厢车,4419/1814/1487,2685,375,1430,1.8,自然吸气,L4,147,177,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,复合扭力梁式非独立悬架,通风盘式,盘式,-,205/60 R16,205/60 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,标配,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1
雪铁龙世嘉 2011款 三厢 1.6L 自动时尚型,雪铁龙世嘉,2011款,4.88,12.90,2012-04,6.7万公里,西安,国四,自动,3500元（车价x4%，最低3500元） ,东风雪铁龙,紧凑型车,1.6L 106马力 L4,4档手自一体变速箱(AT),4门5座三厢车,4556/1773/1486,2610,481,1340,1.6,自然吸气,L4,106,142,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,可变形横梁式，带横向稳定杆,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,标配,标配,标配,无,无,标配,无,无,无/无,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,4,2
吉利经典帝豪 2010款 三厢 1.8L 手动标准型,吉利经典帝豪,2010款,2.70,8.70,2010-11,8.9万公里,西安,国四,手动,3000元（车价x4%，最低3000元） ,吉利汽车,紧凑型车,1.8L 139马力 L4,5档手动变速箱(MT),4门5座三厢车,4635/1789/1470,2650,680,1280,1.8,自然吸气,L4,139,172,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式后悬架,通风盘式,盘式,-,205/65 R15,205/65 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,标配,无,无,标配,标配,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0
猎豹CS7 2009款 运动版 2.0L 手动豪华 2WD,猎豹CS7,2009款,2.80,11.80,2009-08,3.7万公里,西安,国三,手动,3000元（车价x4%，最低3000元） ,猎豹汽车,小型SUV,2.0L 121马力 L4,5档手动变速箱(MT),5门5座SUV,4210/1730/1700,2550,232-53,1345,2.0,自然吸气,L4,121,168,汽油,92号,多点电喷,国三,-,机械液压助力,麦弗逊式独立悬架，螺旋弹簧,整体桥非独立悬架，螺旋弹簧,盘式,鼓式,-,215/65 R16,215/65 R16,正常/正常,无/无,无/无,无,标配,无,无,标配,无,标配,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1
大众途安 2011款 1.4T 手动智尚版5座,大众途安,2011款,7.50,16.30,2012-05,10.3万公里,西安,国四,手动,3500元（车价x4%，最低3500元） ,上汽大众,MPV,1.4T 131马力 L4,5档手动变速箱(MT),5门5座MPV,4395/1794/1634,2678,620-19,1520,1.4,涡轮增压,L4,131,220,汽油,95号,直喷,国四,,电子液压助力,麦弗逊式独立悬架,四连杆独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,标配,无,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1
奔腾X80 2015款 1.8T 自动豪华型,奔腾X80,2015款,12.00,16.50,2015-07,3.3万公里,西安,国四,自动,4800元（车价x4%，最低3500元） ,一汽奔腾,紧凑型SUV,1.8T 180马力 L4,6档手自一体变速箱(AT),5门5座SUV,4586/1820/1695,2675,398,1610,1.8,涡轮增压,L4,180,235,汽油,92号,多点电喷,国四,,机械液压助力,双横臂式独立悬架带横向稳定杆,多连杆悬架带横向稳定杆,通风盘式,盘式,-,215/60 R17,215/60 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,无,标配,标配,标配,无,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0
大众捷达 2015款 1.6L 自动豪华型,大众捷达,2015款,8.20,12.90,2015-04,4.2万公里,西安,国四,自动,3500元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,1.6L 110马力 L4,6档自动变速箱(AT),4门5座三厢车,4487/1706/1470,2603,466,1170,1.6,自然吸气,L4,110,160,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,复合扭力梁式非独立悬架,通风盘式,鼓式,-,185/60 R15,185/60 R15,正常/正常,正常/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1
