总车型,车型1,款式年份,卖家报价(万),新车指导价(万),上牌时间,公里数,上牌城市,排放标准,变速箱1,服务费,厂商,级别,发动机,变速箱详情,车身结构,长宽高,轴承,行李容积,整备质量,排量,进气形式,气缸,最大马力,最大扭矩,燃料类型,燃油标号,供油方式,排放标准,驱动方式,助力类型,前悬挂类型,后悬挂类型,前制动类型,后制动类型,驻车制动类型,前轮胎规格,后轮胎规格,主副驾驶安全气囊,前后排侧气囊,前后排头部气囊,胎压检测,车内中控锁,儿童座椅接口,无钥匙启动系统,防抱死系统,车身稳定控制,电动天窗,全景天窗,电动吸合门,感应后备箱,感应雨刷,前后电动车窗,后视镜电动调节,后视镜电动调节,后视镜加热,多功能方向盘,定速巡航,空调,自动空调,GPS导航,倒车雷达,倒车影像系统,真皮座椅,前后排座椅加热,事故排查,泡水排查,火烧排查,机舱项,底盘悬架项,安全系统,外部配置,内部配置,灯光系统,高科技配置,随车工具,仪表台指示灯,发动机状态,变速箱及转向,缺陷项检测,漆面修复检测,钣金修复检测,外观件更换检测 
五菱之光 2010款 1.0L新版实用型长车身,五菱之光,2010款,1.35,3.20,2011-04,7.98万公里,西安,国三,手动,3000元（车价x4%，最低3000元） ,上汽通用五菱,微面,1.0L 61马力 L4,5档手动变速箱(MT),客车,3920/1600/1860,2500,-,1040,1.0,自然吸气,L4,61,85,汽油,92号,多点电喷,国三,,无助力,麦弗逊式独立悬挂,纵置钢板弹簧,盘式,鼓式,-,165/70 R13,165/70 R13,无/无,无/无,无/无,无,无,无,无,无,无,无,无,无,无,无,无,无/无,无,无,无,无,无,无,无,无,无,无,无/无,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Jeep牧马人 2014款 3.6L 龙腾典藏版(进口),Jeep牧马人,2014款,40.00,61.70,2015-06,3.87万公里,西安,国四,自动,16000元（车价x4%，最低3500元） ,Jeep(进口),中型SUV,3.6L 284马力 V6,5档手自一体变速箱(AT),4门5座SUV,4751/1877/1840,2947,498,1985,3.6,自然吸气,V6,284,347,汽油,92号,多点电喷,国四,分时四驱,机械液压助力,五连杆整体桥式非独立悬架，前稳定杆,五连杆整体桥式非独立悬架，带稳定杆,通风盘式,盘式,-,255/70 R18,255/70 R18,正常/正常,无/无,无/无,标配,标配,标配,无,标配,标配,无,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
东风风行景逸X5 2013款 1.6L 手动尊享型 国V,东风风行景逸X5,2013款,4.10,9.40,2013-12,6.1万公里,西安,国四,手动,3500元（车价x4%，最低3500元） ,东风风行,紧凑型SUV,1.6L 122马力 L4,5档手动变速箱(MT),5门5座SUV,4382/1835/1739,2690,570-18,1410,1.6,自然吸气,L4,122,155,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/60 R17,215/60 R17,正常/正常,无/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,无,加装,标配,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,2
长安商用欧尚 2016款 1.5L 手动豪华型7座,长安商用欧尚,2016款,5.50,7.00,2017-04,0.25万公里,西安,国五,手动,3500元（车价x4%，最低3500元） ,长安汽车,MPV,1.5L 114马力 L4,5档手动变速箱(MT),5门7座MPV,4465/1725/1700,2680,-,1315,1.5,自然吸气,L4,114,148,汽油,92号,多点电喷,国五,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,185/65 R15,185/65 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,无,标配,无,标配,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
铃木北斗星 2012款 创业版 1.0L 手动超越型,铃木北斗星,2012款,1.75,4.00,2013-09,3.3万公里,西安,国四,手动,3000元（车价x4%，最低3000元） ,昌河铃木,微型车,1.0L 46马力 L4,5档手动变速箱(MT),5门5座两厢车,3400/1575/1670,2335,633-13,900,1.0,自然吸气,L4,46,72,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,非独立单纵摆臂式,盘式,鼓式,-,165/65 R13,165/65 R13,无/无,无/无,无/无,无,无,无,无,无,无,无,无,无,无,无,无,标配/标配,无,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0
奇瑞瑞虎5 2014款 2.0L 手动家悦版,奇瑞瑞虎5,2014款,5.93,10.80,2014-03,3.78万公里,西安,国四,手动,3500元（车价x4%，最低3500元） ,奇瑞汽车,紧凑型SUV,2.0L 139马力 L4,5档手动变速箱(MT),5门5座SUV,4506/1841/1740,2610,370,1495,2.0,自然吸气,L4,139,182,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,双连杆独立悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,标配,标配/标配,标配,无,标配,标配,标配,无,标配,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,1
东风风行景逸X3 2014款 1.5L 尊享型,东风风行景逸X3,2014款,5.00,8.50,2014-07,5.38万公里,西安,国四,手动,3500元（车价x4%，最低3500元） ,东风风行,紧凑型SUV,1.5L 120马力 L4,5档手动变速箱(MT),5门5座SUV,4382/1835/1705,2685,700-19,1350,1.5,自然吸气,L4,120,143,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架+横向稳定杆,扭力梁式非独立悬架,通风盘式,盘式,-,215/65 R16,215/65 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
奔驰E级 2011款 E 260 L CGI时尚型,奔驰E级,2011款,19.60,60.80,2011-04,12.81万公里,西安,国四,自动,7840元（车价x4%，最低3500元） ,北京奔驰,中大型车,1.8T 204马力 L4,5档手自一体变速箱(AT),4门5座三厢车,5012/1855/1464,3014,540,1775,1.8,涡轮增压,L4,204,310,汽油,95号,直喷,国四,-,电子液压助力,多连杆独立悬架,多连杆独立悬架,通风盘式,通风盘式,-,255/45 R17,255/45 R17,正常/正常,正常/正常,正常/正常,标配,标配,标配,无,标配,标配,标配,标配,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/标配,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,4,0
铃木北斗星 2012款 创业版 1.0L 手动超越型,铃木北斗星,2012款,2.10,4.00,2013-04,5.1万公里,西安,国四,手动,3000元（车价x4%，最低3000元） ,昌河铃木,微型车,1.0L 46马力 L4,5档手动变速箱(MT),5门5座两厢车,3400/1575/1670,2335,633-13,900,1.0,自然吸气,L4,46,72,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,非独立单纵摆臂式,盘式,鼓式,-,165/65 R13,165/65 R13,无/无,无/无,无/无,无,无,无,无,无,无,无,无,无,无,无,无,标配/标配,无,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
奥迪A6L 2012款 TFSI 舒适型,奥迪A6L,2012款,26.10,48.50,2013-07,7.64万公里,西安,国四,自动,10440元（车价x4%，最低3500元） ,一汽-大众奥迪,中大型车,2.0T 180马力 L4,8档无级变速箱(CVT),4门5座三厢车,5015/1874/1455,3012,460,1740,2.0,涡轮增压,L4,180,320,汽油,95号,直喷,国四,-,电动助力,五连杆式独立悬架,梯形连杆式独立悬架,通风盘式,通风盘式,-,225/55 R17,225/55 R17,正常/正常,正常/正常,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,无,标配,标配/标配,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
五菱荣光 2011款 1.2L基本型,五菱荣光,2011款,2.50,4.40,2012-11,2.94万公里,西安,国四,手动,3000元（车价x4%，最低3000元） ,上汽通用五菱,微面,1.2L 84马力 L4,5档手动变速箱(MT),客车,3995/1620/1900,2700,-,1150,1.2,自然吸气,L4,84,112,汽油,92号,多点电喷,国四,,无助力,麦弗逊式独立悬挂,纵置钢板弹簧,盘式,鼓式,-,175/70 R14,175/70 R14,无/无,无/无,无/无,无,无,无,无,无,无,无,无,无,无,无,无,无/无,无,无,无,无,无,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
长安商用欧诺 2012款 1.3L标准型,长安商用欧诺,2012款,2.98,5.40,2012-08,9.54万公里,西安,国四,手动,3000元（车价x4%，最低3000元） ,长安汽车,微面,1.3L 92马力 L4,5档手动变速箱(MT),客车,4360/1685/1820,2750,-,1235,1.3,自然吸气,L4,92,120,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬挂,钢板弹簧,通风盘式,鼓式,-,185/70 R14,185/70 R14,无/无,无/无,无/无,无,标配,无,无,无,无,无,无,无,无,无,无,标配/无,无,无,无,无,无,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,1,0
众泰M300 2010款 1.6L 汽油豪华型6座,众泰M300,2010款,3.30,8.80,2015-11,3.29万公里,西安,国四,手动,3500元（车价x4%，最低3500元） ,众泰汽车,MPV,1.6L 103马力 L4,5档手动变速箱(MT),5门6座MPV,4089/1871/1695,2666,430-19,1400,1.6,自然吸气,L4,103,145,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,后纵摆臂式悬架,通风盘式,鼓式,-,195/60 R15,195/60 R15,正常/正常,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,无,无,标配,无,无,无/无,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,1,0
宝马3系 2012款 325i 时尚型,宝马3系,2012款,14.60,44.90,2011-12,13.1万公里,西安,国四,自动,5840元（车价x4%，最低3500元） ,华晨宝马,中型车,2.5L 218马力 L6,6档手自一体变速箱(AT),4门5座三厢车,4531/1817/1421,2760,460,1535,2.5,自然吸气,L6,218,250,汽油,95号,多点电喷,国四,-,电动助力,双球节弹簧减振支柱前桥,多连杆独立悬架,通风盘式,通风盘式,-,225/45 R17,225/45 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1
大众POLO 2011款 劲取 1.4L 手动实尚版,大众POLO,2011款,3.90,9.90,2011-09,7.86万公里,西安,国四,手动,3500元（车价x4%，最低3500元） ,上汽大众,小型车,1.4L 86马力 L4,5档手动变速箱(MT),4门5座三厢车,4176/1650/1465,2465,420,1120,1.4,自然吸气,L4,86,130,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,185/60 R14,185/60 R14,正常/正常,正常/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,无,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,1
大众速腾 2017款 230TSI 自动豪华型,大众速腾,2017款,13.99,18.50,2016-08,2.06万公里,西安,国五,自动,5596元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,1.4T 131马力 L4,7档双离合变速箱(DCT),4门5座三厢车,4655/1780/1453,2651,510,1380,1.4,涡轮增压,L4,131,225,汽油,95号,直喷,国五,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,无/无,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
现代索纳塔九 2015款 1.6T GLS智能型,现代索纳塔九,2015款,12.90,21.10,2015-12,4.86万公里,西安,国四,自动,5160元（车价x4%，最低3500元） ,北京现代,中型车,1.6T 180马力 L4,7档双离合变速箱(DCT),4门5座三厢车,4855/1865/1485,2805,510,1500,1.6,涡轮增压,L4,180,265,汽油,92号,直喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/55 R17,215/55 R17,正常/正常,正常/无,无/无,无,标配,标配,标配,标配,标配,标配,无,无,标配,无,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
长安商用欧诺 2012款 1.5L精英型,长安商用欧诺,2012款,2.48,6.10,2013-01,4.94万公里,西安,国四,手动,3000元（车价x4%，最低3000元） ,长安汽车,微面,1.5L 106马力 L4,5档手动变速箱(MT),客车,4360/1685/1850,2750,-,1325,1.5,自然吸气,L4,106,135,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬挂,钢板弹簧,通风盘式,鼓式,-,185/70 R14,185/70 R14,无/无,无/无,无/无,无,标配,无,无,无,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,加装,无,加装,无,无/无,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,2,0
MINI 2011款 1.6L ONE,MINI,2011款,10.38,24.40,2010-11,8.33万公里,西安,国四,自动,4152元（车价x4%，最低3500元） ,MINI,小型车,1.6L 98马力 L4,6档手自一体变速箱(AT),3门4座两厢车,3723/1683/1407,2467,160-68,1110,1.6,自然吸气,L4,98,153,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,175/65 R15,175/65 R15,正常/正常,正常/无,正常/正常,标配,标配,标配,无,标配,标配,无,无,无,无,无,标配,标配/无,标配,标配,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,1
大众迈腾 2012款 1.8TSI 豪华型,大众迈腾,2012款,13.88,25.30,2012-06,6.85万公里,西安,国四,自动,5552元（车价x4%，最低3500元） ,一汽-大众,中型车,1.8T 160马力 L4,7档双离合变速箱(DCT),4门5座三厢车,4865/1820/1475,2812,565,1545,1.8,涡轮增压,L4,160,250,汽油,95号,直喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/55 R16,215/55 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1
长安CS75 2016款 1.8T 自动精英型 国V,长安CS75,2016款,9.30,12.70,2016-04,3.61万公里,西安,国五,自动,3720元（车价x4%，最低3500元） ,长安汽车,紧凑型SUV,1.8T 177马力 L4,6档手自一体变速箱(AT),5门5座SUV,4650/1850/1705,2700,590-15,1665,1.8,涡轮增压,L4,177,230,汽油,92号,多点电喷,国五,-,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0
MINI Countryman 2014款 1.6T COOPER ALL4 Excitement,MINI,Countryman,22.50,36.50,2014-08,2.2万公里,西安,国四,自动,9000元（车价x4%，最低3500元） ,MINI,紧凑型SUV,1.6T 122马力 L4,6档手自一体变速箱(AT),5门5座SUV,4107/1789/1570,2595,-,1480,1.6,涡轮增压,L4,122,190,汽油,95号,直喷,国四,适时四驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,205/55 R17,205/55 R17,正常/正常,正常/无,正常/正常,无,标配,标配,无,标配,标配,标配,标配,无,无,标配,标配,标配/标配,无,标配,标配,标配,标配,标配,标配,标配,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
北京BJ40 2014款 2.4L 手动穿越版,北京BJ40,2014款,9.30,15.90,2014-12,5.42万公里,西安,国四,手动,3720元（车价x4%，最低3500元） ,北京汽车,紧凑型SUV,2.4L 143马力 L4,5档手动变速箱(MT),2门4座SUV,4350/1843/1837,2450,276,1830,2.4,自然吸气,L4,143,217,汽油,92号,多点电喷,国四,分时四驱,机械液压助力,双横臂式独立悬架,五连杆式非独立悬架,通风盘式,盘式,-,235/75 R16,235/75 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,标配,标配/无,标配,无,标配,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
斯柯达晶锐 2011款 1.4L 手动晶致版,斯柯达晶锐,2011款,3.60,8.60,2011-09,7.7万公里,西安,国四,手动,3500元（车价x4%，最低3500元） ,上汽斯柯达,小型车,1.4L 86马力 L4,5档手动变速箱(MT),5门5座两厢车,3992/1642/1500,2465,300-11,1100,1.4,自然吸气,L4,86,130,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架+横向稳定杆,扭力梁式非独立悬架,通风盘式,鼓式,-,185/60 R14,185/60 R14,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,0
丰田凯美瑞 2015款 2.0G 领先版,丰田凯美瑞,2015款,15.50,20.90,2016-07,1.3万公里,西安,国四,自动,6200元（车价x4%，最低3500元） ,广汽丰田,中型车,2.0L 167马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4850/1825/1480,2775,-,1475,2.0,自然吸气,L4,167,199,汽油,92号,混合喷射,国四,,电动助力,麦弗逊式独立悬架,双连杆独立悬架,通风盘式,盘式,-,215/60 R16,215/60 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,无,标配,标配,无,无,无,标配,标配/无,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
众泰T200 2013款 1.3L MT都市型,众泰T200,2013款,2.10,5.40,2013-11,6.35万公里,西安,国四,手动,3000元（车价x4%，最低3000元） ,众泰汽车,小型SUV,1.3L 93马力 L4,5档手动变速箱(MT),5门5座SUV,4005/1570/1704,2420,454-11,1130,1.3,自然吸气,L4,93,114,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,五连杆式非独立悬架,盘式,鼓式,-,205/70 R15,205/70 R15,无/无,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0
奇瑞A3 2010款 改款两厢 1.6L 手动进取型,奇瑞A3,2010款,2.28,8.20,2011-10,8.55万公里,西安,国四,手动,3000元（车价x4%，最低3000元） ,奇瑞汽车,紧凑型车,1.6L 126马力 L4,5档手动变速箱(MT),5门5座两厢车,4282/1792/1467,2550,-,1355,1.6,自然吸气,L4,126,160,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆，螺旋弹簧+稳定杆,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,标配,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,加装,无,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,0
众泰T600 2015款 家用版 2.0T 手动精英型,众泰T600,2015款,7.30,9.70,2016-03,0.75万公里,西安,国四,手动,3500元（车价x4%，最低3500元） ,众泰汽车,中型SUV,2.0T 190马力 L4,5档手动变速箱(MT),5门5座SUV,4631/1893/1694,2807,344,1590,2.0,涡轮增压,L4,190,250,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,235/60 R18,235/60 R18,正常/正常,无/无,无/无,无,标配,标配,标配,标配,标配,无,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0
本田CR-V 2012款 2.0L 两驱都市版,本田CR-V,2012款,13.80,21.00,2013-02,4.06万公里,西安,国四,自动,5520元（车价x4%，最低3500元） ,东风本田,紧凑型SUV,2.0L 155马力 L4,5档自动变速箱(AT),5门5座SUV,4550/1820/1685,2620,-,1506,2.0,自然吸气,L4,155,190,汽油,92号,多点电喷,国四,-,电动助力,麦弗逊式独立悬架,双横臂式独立悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,正常/正常,正常/无,正常/正常,无,标配,标配,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
奔驰M级 2012款 ML 350 动感型(进口),奔驰M级,2012款,49.00,97.50,2013-03,8.8万公里,西安,国四,自动,19600元（车价x4%，最低3500元） ,奔驰(进口),中大型SUV,3.5L 306马力 V6,7档手自一体变速箱(AT),5门5座SUV,4804/1926/1796,2915,690-20,2130,3.5,自然吸气,V6,306,370,汽油,95号,直喷,国四,全时四驱,电动助力,双叉臂式独立悬架,多连杆独立悬架,通风盘式,通风盘式,-,255/50 R19,255/50 R19,正常/正常,正常/正常,正常/正常,标配,标配,标配,无,标配,标配,标配,无,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
大众高尔夫 2010款 1.6 自动舒适型,大众高尔夫,2010款,8.00,15.20,2010-12,7.7万公里,西安,国四,自动,3500元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,1.6L 105马力 L4,7档双离合变速箱(DCT),5门5座两厢车,4199/1786/1479,2578,350-13,1295,1.6,自然吸气,L4,105,155,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,无,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,0
大众宝来 2011款 1.6L 手动舒适型,大众宝来,2011款,6.20,12.90,2011-08,5.7万公里,西安,国四,手动,3500元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,1.6L 105马力 L4,5档手动变速箱(MT),4门5座三厢车,4540/1775/1467,2610,450,1265,1.6,自然吸气,L4,105,155,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,195/65 R15,195/65 R15,正常/正常,无/无,无/无,无,标配,无,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,无,标配,标配,无,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,1
马自达阿特兹 2013款 2.0L 标准型(进口),马自达阿特兹,2013款,14.30,25.90,2014-01,7.7万公里,西安,国四,自动,5720元（车价x4%，最低3500元） ,马自达(进口),中型车,2.0L 155马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4870/1840/1450,2830,-,1458,2.0,自然吸气,L4,155,200,汽油,92号,直喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/45 R19,225/45 R19,正常/正常,正常/无,正常/正常,无,标配,标配,标配,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,1,1
铃木雨燕 2013款 1.5L 手动20周年限量版,铃木雨燕,2013款,4.30,7.90,2014-08,3.73万公里,西安,国四,手动,3500元（车价x4%，最低3500元） ,长安铃木,小型车,1.5L 103马力 L4,5档手动变速箱(MT),5门5座两厢车,3765/1690/1510,2390,213-56,-,1.5,自然吸气,L4,103,138,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,纵臂扭力梁式非独立悬架,通风盘式,鼓式,-,185/60 R15,185/60 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,标配,标配/标配,无,无,无,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,0
众泰5008 2010款 1.3L 手动标准型,众泰5008,2010款,2.38,5.80,2012-07,5万公里,西安,国四,手动,3000元（车价x4%，最低3000元） ,众泰汽车,小型SUV,1.3L 93马力 L4,5档手动变速箱(MT),5门5座SUV,3970/1570/1730,2420,454-11,1130,1.3,自然吸气,L4,93,113,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,五连杆式非独立悬架,通风盘式,鼓式,-,205/70 R15,205/70 R15,无/无,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
沃尔沃S60L 2015款 2.0T 智行版,沃尔沃S60L,2015款,16.30,29.30,2014-10,9.86万公里,西安,国四,自动,6520元（车价x4%，最低3500元） ,沃尔沃亚太,中型车,2.0T 180马力 L5,6档手自一体变速箱(AT),4门5座三厢车,4715/1866/1481,2856,380,1625,2.0,涡轮增压,L5,180,300,汽油,95号,直喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/55 R16,215/55 R16,正常/正常,正常/无,正常/正常,标配,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,标配,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0
猎豹CS10 2015款 2.0T 手动风尚型,猎豹CS10,2015款,7.55,11.50,2015-10,4.64万公里,西安,国五,手动,3500元（车价x4%，最低3500元） ,猎豹汽车,紧凑型SUV,2.0T 177马力 L4,6档手动变速箱(MT),5门5座SUV,4663/1875/1700,2700,-,1661,2.0,涡轮增压,L4,177,250,汽油,92号,多点电喷,国五,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/60 R18,225/60 R18,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,标配,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
起亚索兰托 2013款 2.4L 7座汽油至尊版 国IV(进口),起亚索兰托,2013款,16.68,31.30,2013-02,8.6万公里,西安,国四,自动,6672元（车价x4%，最低3500元） ,起亚(进口),中型SUV,2.4L 190马力 L4,6档手自一体变速箱(AT),5门7座SUV,4685/1885/1745,2700,-,-,2.4,自然吸气,L4,190,242,汽油,92号,直喷,国四,适时四驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,235/60 R18,235/60 R18,正常/正常,正常/无,正常/正常,无,标配,无,标配,标配,标配,标配,标配,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/无,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,8,0,0
